date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:57:17	35065/35065	---MCZ	200	added ('OK')	text/html	etag:W/%221a8bc18c8ed6ef369fb517007da5c6ae%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=state&sort_dir=desc&page=30	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements6334.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=state&sort_dir=desc)
21:57:18	60503/60503	---MCZ	200	added ('OK')	text/html	etag:W/%229c99435189ec1ae8f4c1bb1d573b174c%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements81f1.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:19	34372/34372	---MCZ	200	added ('OK')	text/html	etag:W/%22a15d3d339fcb455349fec1c3ba49d5b4%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=267	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements79ee.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:20	34363/34363	---MCZ	200	added ('OK')	text/html	etag:W/%227a020080b8670c9597916a5e2b185735%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=241	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements0d10.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:21	34359/34359	---MCZ	200	added ('OK')	text/html	etag:W/%226bc3571f225d9e6653ba3fade20730e7%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=275	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements097d.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:22	34714/34714	---MCZ	200	added ('OK')	text/html	etag:W/%22d0384713f1461f82241ffbd9aa96cd9f%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=290	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsdc59.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:23	34276/34276	---MCZ	200	added ('OK')	text/html	etag:W/%22926ac2874acbc410643d9625822f4d27%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=32	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsdac1.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:24	34204/34204	---MCZ	200	added ('OK')	text/html	etag:W/%223061e8ac7d7c78ae728aca7fef2e2f1b%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=221	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements56c2.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:25	34175/34175	---MCZ	200	added ('OK')	text/html	etag:W/%224a25d222b0484d2aa25dccaf025da31c%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=141	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements374c.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:26	35020/35020	---MCZ	200	added ('OK')	text/html	etag:W/%2281f87f5f7c9d8b8dad1d489ca52ce19e%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=177	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsab99.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:27	54899/54899	---MCZ	200	added ('OK')	text/html	etag:W/%228aa525d79e7cbc59f92f26f0a7d0a089%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements7dda.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:28	55882/55882	---MCZ	200	added ('OK')	text/html	etag:W/%22cc7fc129714ce2e8b2cdbeed50362e01%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county&page=2	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements051b.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:29	57274/57274	---MCZ	200	added ('OK')	text/html	etag:W/%22e99f323f4653f6d7ea0c7efcf6eef8ea%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county&page=3	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements0535.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:30	58763/58763	---MCZ	200	added ('OK')	text/html	etag:W/%2211b25505f35fcf4773622a6d4e33e6a3%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county&page=4	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements1d32.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:31	60104/60104	---MCZ	200	added ('OK')	text/html	etag:W/%224c38bcbde18a541fe45c8393377daad6%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county&page=5	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements1055.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:32	35532/35532	---MCZ	200	added ('OK')	text/html	etag:W/%223676b3bbd65c76d2323be3b74ecf6ce3%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county&page=30	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements96f2.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=county)
21:57:33	57006/57006	---MCZ	200	added ('OK')	text/html	etag:W/%2253b9ac1c6fdec64b425de4f7b5e72bea%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements0a14.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit)
21:57:34	34264/34264	---MCZ	200	added ('OK')	text/html	etag:W/%22c3215ba7b573cdf3c4b14959e844c8cf%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=11	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements0055.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit)
21:57:35	34188/34188	---MCZ	200	added ('OK')	text/html	etag:W/%22f2912034511f1e7fbb3b18a72c61d4fb%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=30	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements8bcf.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit)
21:57:36	34283/34283	---MCZ	200	added ('OK')	text/html	etag:W/%228b77a7dabf253a72c692a00f4816c1db%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=33	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsef73.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit)
21:57:37	35223/35223	---MCZ	200	added ('OK')	text/html	etag:W/%22115778116f83c336e4795ed841f7c5c6%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=13	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements6e03.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit)
21:57:38	55239/55239	---MCZ	200	added ('OK')	text/html	etag:W/%22e95f58eb693ee0bc19d3b6da6c4ae6ee%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements55c6.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit)
21:57:39	56862/56862	---MCZ	200	added ('OK')	text/html	etag:W/%2255f201a3ff11c2309fe56243727fc170%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit&page=2	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsae61.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit)
21:57:40	56358/56358	---MCZ	200	added ('OK')	text/html	etag:W/%224c9b27b09c2bfae8ca203dcf9ac5599f%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit&page=3	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsf633.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit)
21:57:41	57881/57881	---MCZ	200	added ('OK')	text/html	etag:W/%220b2cf0e50582251ec899d976e5164552%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit&page=4	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsc0ca.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit)
21:57:42	54617/54617	---MCZ	200	added ('OK')	text/html	etag:W/%220c093ca1b96ee02a02f1a0449d6d8072%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit&page=5	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements229e.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit)
21:57:43	35278/35278	---MCZ	200	added ('OK')	text/html	etag:W/%227a12758e668db1590b346211586b62d3%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit&page=30	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementse15e.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=form+of+benefit)
21:57:44	55356/55356	---MCZ	200	added ('OK')	text/html	etag:W/%221a9167810e168941a14395e1fc2dc9bc%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsda6e.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:45	34890/34890	---MCZ	200	added ('OK')	text/html	etag:W/%2200caad35c3123ddb3dcc089b55532a2e%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=76	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementse27e.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:46	35302/35302	---MCZ	200	added ('OK')	text/html	etag:W/%225f14cf2e876145231d2dbec435ec58b4%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=74	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements23df.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:47	34549/34549	---MCZ	200	added ('OK')	text/html	etag:W/%224c6a8a9785765bfe2068eb6d3356065c%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=41	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements7df0.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:48	35283/35283	---MCZ	200	added ('OK')	text/html	etag:W/%2203e54ef405081a162141ef4abe85522d%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=65	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsf8d4.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:49	36229/36229	---MCZ	200	added ('OK')	text/html	etag:W/%22bfcc36c3e66edc4c67028df74bbdeed5%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=31	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements6fb5.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:50	35881/35881	---MCZ	200	added ('OK')	text/html	etag:W/%22da49cf354f39b9c00f2cd425e734ba65%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=12	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements4ef9.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:51	34813/34813	---MCZ	200	added ('OK')	text/html	etag:W/%226a1e00c505efe9ca3eaef02545ad2b23%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=21	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements6258.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:52	35583/35583	---MCZ	200	added ('OK')	text/html	etag:W/%229164df349a47b830db0d3b2e0cffaf74%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=26	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements3162.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:53	34329/34329	---MCZ	200	added ('OK')	text/html	etag:W/%2286e6c141b058d5d07e1bc0848999f157%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=78	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsbc58.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:54	63372/63372	---MCZ	200	added ('OK')	text/html	etag:W/%2235de97b43b91dd20814792a12784e130%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements0c84.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:55	64491/64491	---MCZ	200	added ('OK')	text/html	etag:W/%2291c7a5139dd0fe382582fa24a82cd900%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form&page=2	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsb708.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:56	65461/65461	---MCZ	200	added ('OK')	text/html	etag:W/%226d9ff744d85feda9f1337574e940400b%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form&page=3	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsee98.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:57	61732/61732	---MCZ	200	added ('OK')	text/html	etag:W/%2204435e832cbe7de439dbdb7ca2b44251%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form&page=4	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsa09d.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:58	62711/62711	---MCZ	200	added ('OK')	text/html	etag:W/%22329794e3445e2bb9245eb0639f2499b3%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form&page=5	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsd902.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:57:59	35189/35189	---MCZ	200	added ('OK')	text/html	etag:W/%22edb867f35ee9b7dd150560ac5dd1a670%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form&page=30	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsf77c.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=additional+form)
21:58:00	61412/61412	---MCZ	200	added ('OK')	text/html	etag:W/%2228584170857d66fe6b7546d4e62ffd5e%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements577b.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure)
21:58:01	56546/56546	---MCZ	200	added ('OK')	text/html	etag:W/%226fc8da90710c2dbb0e0a66caedaf9af3%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsfb56.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure)
21:58:02	57048/57048	---MCZ	200	added ('OK')	text/html	etag:W/%224f1b84f5d912b0d10371c05263c82650%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure&page=2	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementscf71.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure)
21:58:03	57395/57395	---MCZ	200	added ('OK')	text/html	etag:W/%22b57cac82ba023747305ef3d575b864ab%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure&page=3	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements4d09.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure)
21:58:04	59496/59496	---MCZ	200	added ('OK')	text/html	etag:W/%2213618ffeff361de30e808cd4c3c325f6%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure&page=4	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements203e.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure)
21:58:05	55543/55543	---MCZ	200	added ('OK')	text/html	etag:W/%22de6f20c539d2a2727cb21c14a73d4d43%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure&page=5	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsa97c.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure)
21:58:06	35554/35554	---MCZ	200	added ('OK')	text/html	etag:W/%223d2a315189c80d59bbb2555690584283%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure&page=30	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements3612.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=type+of+infrastructure)
21:58:07	61032/61032	---MCZ	200	added ('OK')	text/html	etag:W/%22a0ca939ab0996bebb1ea4acddec692fa%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsc8d8.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:58:08	34850/34850	---MCZ	200	added ('OK')	text/html	etag:W/%22287bb64d310cd9f9cdc0cce8a3f05806%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=163	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements2e37.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:58:09	35398/35398	---MCZ	200	added ('OK')	text/html	etag:W/%220f5b3ccbf62c2a5eb7f1e9269be8b6d3%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=257	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements5717.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:58:10	34862/34862	---MCZ	200	added ('OK')	text/html	etag:W/%2265e4f5c7716c1d2532a2aa51b5e2d123%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=279	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsb567.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:10	35068/35068	---MCZ	200	added ('OK')	text/html	etag:W/%22add2e3bb52c2087e15ed0e499b3596c0%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=224	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements1d69.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:11	34991/34991	---MCZ	200	added ('OK')	text/html	etag:W/%22565d2f2bc9f18d67ac828bc3233ddf6b%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=238	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements3d04.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:11	34702/34702	---MCZ	200	added ('OK')	text/html	etag:W/%226d45854a40bb740e44e74651453a6aa9%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=247	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements714f.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:13	35393/35393	---MCZ	200	added ('OK')	text/html	etag:W/%22f4c66c804bce9d1f048c1d51f406af0f%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=237	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements03db.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:14	35037/35037	---MCZ	200	added ('OK')	text/html	etag:W/%22a573907db0bf948a1c6b80de89c05a7b%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=240	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements5384.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:15	35157/35157	---MCZ	200	added ('OK')	text/html	etag:W/%225a6fdcbd1c16da4efe3ba2d65f183ce6%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=162	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsdf0b.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:16	61009/61009	---MCZ	200	added ('OK')	text/html	etag:W/%22d596828bc8b24e94bfc0fa4f520c8849%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements66b5.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:17	58346/58346	---MCZ	200	added ('OK')	text/html	etag:W/%2273d9b89259932966d4e26bfe63609eaf%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines&page=2	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsf386.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:18	56324/56324	---MCZ	200	added ('OK')	text/html	etag:W/%22b93e008b6e4bc00166349d2f7f7e6ab3%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines&page=3	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsabd0.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:19	56809/56809	---MCZ	200	added ('OK')	text/html	etag:W/%22c6a786fa781f1e88a4bc30b7978482e6%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines&page=4	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements9246.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:20	56894/56894	---MCZ	200	added ('OK')	text/html	etag:W/%228dafd796a598948c975626c1d8e9d8a2%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines&page=5	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsaaec.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:21	37138/37138	---MCZ	200	added ('OK')	text/html	etag:W/%228f6a1dfb8c889f014cdaba9114630e35%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines&page=30	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements3de9.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=number+of+turbines)
21:59:22	61378/61378	---MCZ	200	added ('OK')	text/html	etag:W/%22586539a9e084b309385dc2e73fc17bd9%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements1a78.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity)
21:59:23	60289/60289	---MCZ	200	added ('OK')	text/html	etag:W/%227719e02ada351a287ab32658b6592ea7%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity&page=1	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsa46b.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity)
21:59:24	58162/58162	---MCZ	200	added ('OK')	text/html	etag:W/%22274f4b26dd4daf1be739714c57f013dc%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity&page=2	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements142d.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity)
21:59:25	54596/54596	---MCZ	200	added ('OK')	text/html	etag:W/%22bfc225a63db03b7207e166b67e6d72bf%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity&page=3	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsd77d.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity)
21:59:26	60052/60052	---MCZ	200	added ('OK')	text/html	etag:W/%22d6ead7b904d5892a430286b29682b378%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity&page=4	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsa2e2.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity)
21:59:27	55320/55320	---MCZ	200	added ('OK')	text/html	etag:W/%226acc8cb507d8981dbf588ff424a345cf%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity&page=5	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsbe46.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity)
21:59:28	35105/35105	---MCZ	200	added ('OK')	text/html	etag:W/%2291849eda2778efa0c7974b4b8339fa20%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity&page=30	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements0160.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=generating+capacity)
21:59:29	62157/62157	---MCZ	200	added ('OK')	text/html	etag:W/%228132a4825ee7b6fe8e535d05e6e78c49%22	https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built&sort_dir=desc	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreementsf882.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
21:59:30	34344/34344	---MCZ	200	added ('OK')	text/html	etag:W/%225de71494ac589cc67d21c1721bd933c7%22	https://windexchange.energy.gov/projects/community-benefit-agreements?id=128	./wind_exchange_site20250114_215552/windexchange.energy.gov/projects/community-benefit-agreements7e46.html	(from https://windexchange.energy.gov/projects/community-benefit-agreements?sort_by=year+built)
